name,SENTIMENT_EXTREME,WORD_COUNT_MIN,WORD_COUNT_MAX,ADJ_NOUN_RATIO,FIRST_PERSON_RATIO,SPAM_KEYWORD_MIN,CAPS_RATIO_MAX,EXCESSIVE_PUNCT_MIN,UNIQUENESS_RATIO_MIN,accuracy,precision,recall,f1_score,true_positives,false_positives,true_negatives,false_negatives,total_samples
Stage1_105,0.9,20,200,2.5,0.2,3,0.2,3,0.6,0.52,0.5263157894736842,0.4,0.45454545454545453,20,18,32,30,100
Stage1_104,0.9,20,200,2.5,0.15,3,0.2,3,0.6,0.52,0.5263157894736842,0.4,0.45454545454545453,20,18,32,30,100
Stage1_98,0.9,15,200,3.0,0.15,3,0.2,3,0.6,0.52,0.5263157894736842,0.4,0.45454545454545453,20,18,32,30,100
Stage1_108,0.9,20,200,3.0,0.2,3,0.2,3,0.6,0.52,0.5263157894736842,0.4,0.45454545454545453,20,18,32,30,100
Stage1_64,0.85,15,200,2.0,0.1,3,0.2,3,0.6,0.51,0.5106382978723404,0.48,0.49484536082474223,24,23,27,26,100
Stage1_55,0.85,10,200,2.0,0.1,3,0.2,3,0.6,0.51,0.5106382978723404,0.48,0.49484536082474223,24,23,27,26,100
Stage1_58,0.85,10,200,2.5,0.1,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_66,0.85,15,200,2.0,0.2,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_67,0.85,15,200,2.5,0.1,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_56,0.85,10,200,2.0,0.15,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_65,0.85,15,200,2.0,0.15,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_57,0.85,10,200,2.0,0.2,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_70,0.85,15,200,3.0,0.1,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_74,0.85,20,200,2.0,0.15,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_75,0.85,20,200,2.0,0.2,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_61,0.85,10,200,3.0,0.1,3,0.2,3,0.6,0.5,0.5,0.46,0.4791666666666667,23,23,27,27,100
Stage1_71,0.85,15,200,3.0,0.15,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_69,0.85,15,200,2.5,0.2,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_78,0.85,20,200,2.5,0.2,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_68,0.85,15,200,2.5,0.15,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_81,0.85,20,200,3.0,0.2,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_77,0.85,20,200,2.5,0.15,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_80,0.85,20,200,3.0,0.15,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_72,0.85,15,200,3.0,0.2,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_60,0.85,10,200,2.5,0.2,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_62,0.85,10,200,3.0,0.15,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_63,0.85,10,200,3.0,0.2,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
Stage1_59,0.85,10,200,2.5,0.15,3,0.2,3,0.6,0.49,0.4888888888888889,0.44,0.4631578947368421,22,23,27,28,100
